,x,y,z,uptime
821,-1.4562988967468442,-0.7672863886409615,9.714026573066397,16.100000000000364
822,-1.0788850879092706,1.160770015197997,9.842976337446911,16.1200000000008
823,-1.6847246795218638,2.708083219651492,9.993086803695208,16.140000000001237
824,-2.372579010978185,1.683542330442748,10.358782680386522,16.159999999999854
825,-1.8709188205700684,1.447307698905128,10.126107214815836,16.18000000000029
826,-2.620364011967439,1.4928108253633925,10.517835298976417,16.200000000000728
827,-2.6145974151147726,2.4867606729195444,10.402293441581024,16.220000000001164
828,-2.158555405335761,3.463144609483706,10.183019190448569,16.23999999999978
829,-2.4410274570243478,3.550517831869385,10.196683370622722,16.26000000000022
830,-2.751698411272073,3.380629627943698,10.225179975189178,16.280000000000655
831,-2.956159080485349,3.159054969982151,10.162354897094913,16.30000000000109
832,-2.9229474012242638,3.492247658558128,10.238661262269597,16.31999999999971
833,-2.455440644792816,3.942835706137487,10.527260903159153,16.340000000000146
834,-2.2504712351789955,4.409586412946062,10.412164358292046,16.360000000000582
835,-2.673550473972845,3.772765019953084,10.335331784836033,16.38000000000102
836,-3.066590793725624,2.690815455108222,10.700909827997776,16.399999999999636
837,-2.8061578714999342,3.1663176964789983,11.240440403069131,16.420000000000073
838,-1.6841443072683386,4.488719807467714,10.845296458478012,16.44000000000051
839,-2.1376254359498432,3.348283889673503,10.625810177619163,16.460000000000946
840,-2.2799003450097075,2.446272815775984,10.624464839657817,16.479999999999563
841,-1.810305222987921,2.7012437603302857,10.762925680290904,16.5
842,-1.1909229616233148,3.763505225419429,10.804704691157111,16.520000000000437
843,-1.6802267590993551,2.267949494887233,11.037388987596827,16.530000000000655
844,-1.4151870736560284,1.788398215296084,10.341707097536904,16.55000000000109
845,-0.392692885275089,2.212361762827104,9.593267820630029,16.56999999999971
846,-0.884785144108946,0.7075492273687018,10.37589799224736,16.590000000000146
847,-0.7415193451058144,1.18002042158804,10.188495258720389,16.610000000000582
848,0.0124302573860575,0.9765602425156884,9.371330327994642,16.63000000000102
849,-0.3876172511079119,0.110990572534078,9.228566641493464,16.649999999999636
850,-0.2993735749866033,0.0997242420198034,9.29763204219574,16.670000000000073
851,0.1614426971251603,-0.3353623511266193,10.021214729930534,16.69000000000051
852,0.3117713976702703,-0.6020801855067788,10.051253005455546,16.710000000000946
853,0.099349471718412,-0.9913095351924142,9.563249191935938,16.729999999999563
854,0.0762165405708721,-1.2804051146245785,9.01544509440808,16.75
855,0.5127737416247626,-1.339206379493433,9.139120487608633,16.770000000000437
856,0.7655267992363974,-1.961740895847754,9.607340162785018,16.790000000000873
857,1.425481940220064,-1.8154655747932973,9.484332154063406,16.81000000000131
858,1.3361713413278498,-2.496018436652744,9.224697093653647,16.829999999999927
859,1.5460418109800749,-2.9565392873650325,9.00902373794141,16.850000000000364
860,1.3168883452545828,-3.2691388604533387,9.18056683854448,16.8700000000008
861,1.5030451539625815,-2.917537627598712,9.322122929887104,16.890000000001237
862,1.1170155817267189,-3.3723791577636746,10.12502694045314,16.909999999999854
863,2.680677699664745,-2.5340464673434475,9.41461423872204,16.93000000000029
864,1.9179051511006548,-3.035014320815769,8.719275087097698,16.950000000000728
865,1.2484138696748843,-3.9598985534374265,8.39214105562655,16.970000000001164
866,1.4506317388480312,-4.727274747205712,9.310188411031405,16.98999999999978
867,3.320757759244941,-4.184763929639296,10.08657219349493,17.01000000000022
