,x,y,z,uptime,class
0,-0.0475997357175241,0.0046698702455767,9.852109377080389,0.0,6
1,-0.0669931143525204,0.0609835214907121,9.634208155911663,0.010000000000218279,6
2,-0.2001309613255451,0.170453806195586,9.512365635298703,0.020000000000436557,6
3,-0.1853147384075697,-0.0398177334329936,9.67157607998012,0.040000000000873115,6
4,-0.0115586938943312,0.0494613812810413,9.84494320263962,0.06000000000130967,6
5,0.0788166395548071,-0.1377296896673119,9.91988231801214,0.07999999999992724,6
6,-0.1067917193396397,-0.1299561361853989,9.775102946767433,0.1000000000003638,6
7,-0.2260418622441466,-0.1296100329297616,9.510828149687,0.12000000000080036,6
8,-0.1857218647524776,-0.0109204490562762,9.495246403254406,0.1400000000012369,6
9,-0.0496255073721556,0.1324972760339946,9.645240861045163,0.15999999999985448,6
10,0.1152641958893454,0.1435734605804484,9.769898892729618,0.18000000000029104,6
11,0.1901445001647559,0.111437879863196,9.653589073535832,0.2000000000007276,6
12,0.125287037041609,0.0306692046737424,9.646671711728017,0.22000000000116415,6
13,-0.0171879571826742,0.1581856608483889,9.505137739585232,0.23999999999978172,6
14,-0.1446421400869475,0.0860968112753024,9.753347226928929,0.2600000000002183,6
15,0.0376848957026005,0.2891274585831347,9.719577035816904,0.28000000000065484,6
16,0.0026702023686802,0.0534801234489048,9.826464480499707,0.3000000000010914,6
17,0.0477858941042228,-0.0225635086858062,9.639056779542605,0.31999999999970896,6
18,-0.0009498910413263671,-0.1314214700541018,9.673735747509106,0.3400000000001455,6
19,-0.0586284435208419,0.1256814759705413,9.647564014402771,0.3600000000005821,6
20,-0.0810454413643206,0.1416292564012033,9.763208715268975,0.38000000000101863,6
21,-0.0582540196112972,0.0511224614100456,9.79201002745207,0.3999999999996362,6
22,-0.072608008525151,-0.061528094734399,9.670651658820686,0.42000000000007276,6
23,0.0044194588748478,-0.0050865139490277,9.659217604911689,0.4400000000005093,6
24,-0.0460951820690667,0.0575700060691417,9.635266152633283,0.4600000000009459,6
