,x,y,z,uptime,class
0,0.3365583172816571,-0.1690310109315671,9.658637475931592,0.0,6
1,2.022177542774646,-0.1258772192309969,9.948003958262213,0.010000000000218279,6
2,0.7776337971780087,-0.0886419779636575,11.80933971906375,0.029999999998835847,6
3,-0.6955422047654665,-0.1278621055596076,8.672420739183853,0.049999999999272404,6
4,-1.8642201897886248,0.8433105926829079,8.02354846415148,0.05999999999949068,6
5,-0.2502813088067768,0.0246899160355269,9.498933668098598,0.07999999999992724,6
6,0.9851987534330108,-0.5314871343649656,10.792181145841584,0.1000000000003638,6
7,0.2505350640815287,-0.3149417309505207,9.591502082056412,0.11999999999898137,6
8,-1.302617711901327,0.5890920596659015,8.687321798987305,0.13999999999941792,6
9,-0.7578930862431239,0.3774317144941799,9.323900100061175,0.15999999999985448,6
10,0.4002366324345838,-0.468645090616957,10.517181936968967,0.18000000000029104,6
11,0.5541956176540506,-0.5624968466325324,10.500017542517194,0.1999999999989086,6
12,-0.0064969714321065,-0.3191959523871297,9.327955120723924,0.21999999999934516,6
13,-0.7943369922455119,0.3180427139232797,9.5134390357663,0.23999999999978172,6
14,-0.0043811823860964,-0.2797031270606396,9.877600683091504,0.2600000000002183,6
15,0.2680124845631362,-0.4454244154150597,10.06512185586593,0.27999999999883585,6
16,0.2351112247791649,-0.10392903473734,9.794056947601616,0.2999999999992724,6
17,-0.2639963433192824,-0.0108483896149189,9.549856877520398,0.31999999999970896,6
18,0.0612152612725509,-0.4633755676053734,9.32290613902472,0.3400000000001455,6
19,0.1781257377410199,-0.2399474124495437,9.775566644756935,0.3599999999987631,6
20,0.3142129649433602,-0.3170142002729657,9.820840386529769,0.37999999999919964,6
21,0.1005282883273066,-0.1900913809342892,9.97313410037082,0.3999999999996362,6
22,0.5024750556943327,-0.6374006094015554,9.520609972766223,0.42000000000007276,6
23,0.3946254339812043,0.0211676569197081,10.179646002922537,0.4400000000005093,6
24,1.0477645386032748,-0.6348379394445018,10.16595475039244,0.4599999999991269,6
25,0.5873634911441243,-0.8014323003021886,10.364212936837786,0.47999999999956344,6
26,0.1650063564066641,-0.5782417065096084,9.91616454814096,0.5,6
27,0.3492061336465895,-0.4058417690448355,9.758251630782237,0.5200000000004366,6
28,0.8669075807997988,-0.8180222666150421,9.94474091392128,0.5399999999990541,6
29,0.3671353722955714,-0.5523309822684581,9.870027572278584,0.5599999999994907,6
30,0.312186595107697,-0.3361458567815774,8.636741997389453,0.5799999999999272,6
31,-0.2891091634476055,-0.00017938988880494833,8.996397037867027,0.6000000000003638,6
32,-0.2203098909846321,-0.509035029912182,9.41128031615509,0.6199999999989814,6
33,0.329354854475266,-1.1551144378727685,8.690750997052435,0.6399999999994179,6
34,-0.477950211431482,-0.0615194455410907,9.01525508368319,0.6499999999996362,6
35,0.974843015460749,-0.5810863413856637,8.904173111876355,0.6700000000000728,6
36,0.4297386934658127,-0.604732041587186,9.749095955184494,0.6900000000005093,6
37,-0.1016049584803227,-1.0185579791713586,9.487773214501551,0.7099999999991269,6
38,-0.1806125960597739,-0.5344512396459109,9.616711784266991,0.7299999999995634,6
39,0.8599748776848082,-1.1557674168264556,9.669562784789516,0.75,6
40,1.132667517865194,-0.331448056301852,10.273296773710618,0.7700000000004366,6
41,1.0940447985757542,-1.143688546410655,9.420037749908234,0.7899999999990541,6
42,-0.3961066442744005,-0.5475739992264437,9.880744983737127,0.8099999999994907,6
43,0.364170320302291,-0.7116724489456709,9.718173461466668,0.8299999999999272,6
44,0.4662754191679852,-0.1028505814267219,9.920217974221924,0.8500000000003638,6
45,-0.0724746834871243,0.0632747368230957,9.65720233765746,0.8699999999989814,6
46,-0.0325736590068341,-0.2711745780649996,9.772452871702091,0.8899999999994179,6
47,-0.3478991953514025,-0.5445261883815249,10.248044579237911,0.9099999999998545,6
48,-0.3598396066746421,0.3714476208551502,9.893657219348665,0.930000000000291,6
49,-0.0003072010270486203,0.6838090172888869,9.302203846582682,0.9499999999989086,6
50,-0.3460923128692499,0.1020182501496198,9.765307183116391,0.9699999999993452,6
51,-0.6277880616584728,0.2490563945049189,10.584305337544256,0.9899999999997817,6
52,-0.3444491852312694,0.2764253070725142,10.136688476466968,1.0100000000002183,6
53,-0.5248046573406722,0.3558495193409552,9.880264868280957,1.0299999999988358,6
54,0.2739709837125161,-0.4103269456998595,9.766666021752355,1.0499999999992724,6
55,0.0291494923296511,-0.2486395372246477,9.930616415775203,1.069999999999709,6
56,-0.088896599238281,-0.2131023742915567,10.090171904183329,1.0900000000001455,6
57,0.2897611308647156,-0.4104072913431338,10.176127083679791,1.109999999998763,6
58,0.3382480293595744,-0.8106762889054107,9.905769545651165,1.1299999999991996,6
59,0.1107218046729627,-1.2231484777840116,9.754018188968066,1.139999999999418,6
60,-0.5787022479904493,-0.4649356574472776,10.27880308615662,1.1599999999998545,6
61,0.5881167819067841,-1.009390113423617,9.519870291768177,1.180000000000291,6
62,-0.0583869871758491,-0.4786118253365288,9.824227088491083,1.1999999999989086,6
63,-0.011845045577175,-1.4187780763763556,9.308832065438818,1.2199999999993452,6
64,-0.6029152486818887,-1.0585356717159513,9.63497404556283,1.2399999999997817,6
65,-0.2768120661576034,-0.5823467194799576,9.016368455064708,1.2600000000002183,6
