,x,y,z,uptime
20990,-0.7618506452255334,1.5654539489611832,9.504267316668216,412.0
20991,-0.7040189284765495,1.316538425610144,9.059792963177774,412.0199999999986
20992,-0.2885695932215917,0.561615635283637,9.534027357408831,412.03999999999905
20993,-0.4826277424764661,0.8613347939883065,9.54482505734682,412.0599999999995
20994,-0.4642430905168595,1.4601164137832932,9.05630714464111,412.0799999999999
20995,-0.288153480187681,1.3609661727587294,8.242622221356054,412.09999999999854
20996,-0.3014891194356721,2.255283008171812,9.258530901174982,412.119999999999
20997,-0.7422536143917711,1.44291092573423,9.66654808517974,412.1399999999994
20998,-0.5128678822026842,2.0479497862114187,9.49389369226904,412.15999999999985
20999,-0.4669406705721064,0.5478689189872554,8.575724173593638,412.1799999999985
21000,-0.989090071377615,1.4342478159996208,9.162943540468191,412.1999999999989
21001,-1.286948896899283,1.1388970745654694,9.832764487136926,412.21999999999935
21002,-1.4776974213466616,-0.5742288173507397,9.698073103163594,412.2399999999998
21003,-1.0680152515732215,-0.5518964446105823,9.686138707079529,412.2599999999984
21004,-1.242118209257928,1.2334901168555952,9.46328817884839,412.27999999999884
21005,-2.4478118935659143,2.111775473927512,9.783777709175174,412.28999999999905
21006,-2.998032114287277,0.1440938101111868,9.86766983677478,412.3099999999995
21007,-2.9357788908782627,-0.0158568942795866,10.101896194672571,412.3299999999999
21008,-3.322862520000315,1.6690500612602666,10.46299042422127,412.34999999999854
21009,-3.985748024706399,0.5928704767280735,9.69309322643063,412.369999999999
21010,-3.055564408023099,0.9651703356145908,9.333577398598225,412.3899999999994
21011,-4.004052155802311,0.6192963803907929,10.46767565253282,412.40999999999985
21012,-5.857117526897058,1.6027803529935518,11.883563469618547,412.4299999999985
21013,-5.0035879562620895,1.5489404157188105,10.919220926024895,412.4499999999989
21014,-3.679729250259328,-1.2566494713272505,9.05983877145125,412.46999999999935
21015,-3.685466169792633,0.4392262608406483,10.785990599590606,412.4899999999998
21016,-5.911521232401654,0.4309698548487404,12.04992166246779,412.5099999999984
21017,-6.396567535267274,2.372217391431457,12.537641864111851,412.52999999999884
21018,-5.60594064861025,0.5617941356192624,11.174873122555743,412.5499999999993
21019,-3.088543558490694,0.6563933807341975,10.440737854965644,412.5699999999997
21020,-3.749907884874173,0.9711496501193366,11.528301223238358,412.59000000000015
21021,-5.278342461912674,0.5347918500234243,12.475247317637638,412.60999999999876
21022,-5.570135146457801,-2.207574276270549,10.507368422376077,412.6299999999992
21023,-4.134235355212429,-0.7204722714515839,10.100216691193452,412.64999999999964
21024,-5.004078318870604,-0.716837033001589,11.359846206817362,412.6700000000001
21025,-3.834608869043432,1.893376344734509,12.589831578548209,412.6899999999987
21026,-2.9839362956642117,0.0897419261907614,11.13821495402528,412.7099999999991
21027,-2.981560882702772,0.8644391840372698,10.75799961436399,412.72999999999956
21028,-4.040576741871462,0.9075144739706076,11.319002940291558,412.75
21029,-4.399945211470339,0.9025469171208762,11.827570805936926,412.7699999999986
21030,-3.801908782465347,-0.7931043513175879,10.699228315652777,412.78999999999905
21031,-1.2626016502968844,0.4140445202770806,9.6962039346973,412.8099999999995
21032,-1.9277707294734012,-0.8628798051131383,9.39231798917836,412.8199999999997
21033,-2.355771132213796,0.0633186249538937,10.201000588642014,412.84000000000015
21034,-3.5129630988447627,0.2002782887339194,10.084403649209724,412.85999999999876
21035,-3.5360434890153574,0.0574745627571857,12.07690470484185,412.8799999999992
21036,-3.252585259475582,-1.3183909832597926,11.604670964474517,412.89999999999964
21037,-2.830392812776834,-1.4260878779644912,9.698817526890965,412.9200000000001
21038,-1.8116632861213304,-1.0087688424525538,10.161977685956076,412.9399999999987
21039,-1.7234031549742914,-0.2938733858200208,12.670239648352544,412.9599999999991
21040,-2.997173533805368,0.6633879796826596,13.364699923080696,412.97999999999956
21041,-3.1537390089090565,-0.2130021220595175,11.546996923545644,413.0
21042,-1.8219380864149968,-1.666237039654508,10.7321982956484,413.0199999999986
21043,-1.7050427360476077,-0.0097515669348222,11.151787863268378,413.03999999999905
21044,-1.1731664475120271,0.1536016273005849,11.392396313180996,413.0599999999995
21045,-2.8901808347865243,-0.2114093339898382,12.433635248712674,413.0799999999999
21046,-2.912235506925843,-0.5254433974887114,11.9402088891241,413.09999999999854
21047,-1.591244066851512,-0.7528139601431061,10.247638486732583,413.119999999999
21048,-1.4320202862723956,-1.2068742445431724,9.617139138044427,413.1399999999994
21049,-1.5515795041811236,0.1900871308461749,10.3357055861461,413.15999999999985
21050,-1.998668043943026,-0.1455422667063164,10.893165499210417,413.1799999999985
21051,-3.682033997407866,-1.5849069597224084,10.240181982755823,413.1999999999989
21052,-2.5657042344697456,-0.6575662429173343,9.957666890968468,413.21999999999935
21053,0.7100289118635283,2.038003288999877,11.131815625271592,413.2399999999998
21054,1.9298830329521288,0.0954266384234905,10.558856785456838,413.2599999999984
21055,1.5607069356285053,-0.8014601841787093,10.051902933741657,413.27999999999884
21056,-0.5633379991475435,0.1722048286699511,10.749023443413876,413.2999999999993
21057,-1.5186468654351009,1.2901211258151657,10.815854476623016,413.3199999999997
21058,-0.1683838802291872,-0.735825360986599,8.925195908642596,413.34000000000015
21059,1.0088592626001844,-2.3289125726302897,10.130114963923646,413.34999999999854
21060,-0.2171618013418808,-3.0956205296990262,13.06868091223793,413.369999999999
21061,-1.6602489029886818,-0.789097559634893,14.920681462045843,413.3899999999994
21062,-1.8360439594608216,-0.8071966309748859,13.62207352193536,413.40999999999985
21063,-0.5524714543861915,-1.381394741644991,13.51980171794412,413.4299999999985
21064,-1.2090103412231556,-3.021312026393161,15.481946794192584,413.4499999999989
21065,-1.192198990372173,-3.2566711651337616,15.84297956445894,413.46999999999935
21066,1.033571122274882,-0.7075552513922965,15.015818482085317,413.4899999999998
21067,0.9925809464943676,-1.1617710067307616,13.23730456900272,413.5099999999984
21068,0.8653431696802372,-0.7596240458210897,12.292400311940572,413.52999999999884
21069,0.716892763903676,-0.4834043174298053,11.773264324568048,413.5499999999993
21070,0.9035663757864408,-0.974783744537156,10.912883415348045,413.5699999999997
21071,1.2217990628898567,0.5119739482380723,10.524237828308143,413.59000000000015
21072,0.2798139356798783,-1.1024185022262536,10.072963574893253,413.60999999999876
21073,-0.674548828796639,-0.6073584322719565,11.230331120834494,413.6299999999992
21074,-1.388329742693058,0.6481040015683419,10.88675910159382,413.65999999999985
21075,-0.493541482828423,1.501790574471304,10.712531418428432,413.6700000000001
21076,-0.1423843198207923,0.2462344017202831,10.763013713250151,413.6899999999987
21077,-1.1259454594204152,-0.7210489085000766,11.656503057770388,413.7099999999991
21078,-1.7820788940268175,-0.1948973238513609,11.552138198117357,413.72999999999956
21079,-1.5793626002512404,0.4736819637592191,11.73099618436304,413.75
21080,-1.667278717701559,-0.9585401162985416,12.451299815511144,413.7699999999986
21081,-0.4380932246317428,-0.7551269587768417,12.248788052731213,413.78999999999905
21082,1.2069748623919891,-0.6008629297685992,10.306481215075916,413.8099999999995
21083,0.6296190962465893,-0.5962497616167788,10.291420626673196,413.8299999999999
21084,-0.996142487702135,-1.1101289782551764,12.969106190632202,413.84999999999854
21085,-0.6860117073792189,-2.40772989051888,13.522347588365,413.85999999999876
21086,0.7541043328066674,-2.0948213309588013,10.89201594404406,413.8799999999992
21087,1.4606697826265576,-1.4094634022158663,9.614225857015049,413.89999999999964
21088,0.8778921320965196,-2.807914207246313,11.612493257232472,413.9200000000001
21089,0.629129279899816,-1.700268986111638,13.7655224160688,413.9399999999987
21090,0.3606745524962651,-1.4732291969042706,11.499452986957737,413.9599999999991
21091,0.1447881024918609,-1.0125875049484296,9.882712441351703,413.97999999999956
21092,0.313104250001343,-1.0586819537073149,12.013635974551873,414.0
21093,0.3872799632312365,-1.4960470165447468,12.08030652939806,414.0199999999986
21094,1.4987606347057518,-1.2433191097518446,9.41936540789548,414.03999999999905
21095,2.282326601686627,-0.9721132363305004,8.313185694879042,414.0599999999995
21096,1.0828176325989114,0.1482252695577059,10.26907677168268,414.0799999999999
21097,-1.3215085517423315,-0.795910479705924,12.024781357055014,414.09999999999854
21098,-1.8326902998548336,-0.1401914792728789,12.283041352600272,414.119999999999
21099,-0.0024345141181338,0.2006694697544873,10.245240394179216,414.1399999999994
21100,2.0854604215300663,-0.180378939365795,9.164509232260574,414.15999999999985
21101,2.486045937883439,-0.2392659731529534,10.42877623412609,414.1799999999985
21102,0.8329464023539082,-1.7418486317683843,12.337288560777022,414.1999999999989
21103,-1.024256001541671,-0.9161736479355014,11.924037031323923,414.21999999999935
21104,-0.905331682151651,-0.2387005500988266,10.417413784447536,414.2399999999998
21105,0.7863441331543584,0.1533705006655168,10.282130960289557,414.2599999999984
21106,1.763325192197783,-1.2172235581190023,10.992440657398948,414.27999999999884
21107,1.808517020651036,-1.059865515633657,11.265056802240816,414.2999999999993
21108,1.9382506646904432,-0.0075705155040566,10.35770828024254,414.3199999999997
21109,1.698234436622422,-0.8727419196332011,9.721921395277034,414.34000000000015
21110,0.9319038736725282,-1.0223630557268564,10.845984316437818,414.35999999999876
21111,0.7634839299281992,-1.7358625194050887,10.695553985226702,414.3799999999992
21112,2.078134986215338,-1.1039446153362746,10.172722439797766,414.39999999999964
21113,3.1403853493163005,-1.0886366340528468,9.57758499879106,414.4200000000001
21114,2.837458523096746,-0.4544957748448226,9.745653194881022,414.4299999999985
21115,2.014093027202094,-1.123629385761248,9.703933008145228,414.4499999999989
21116,1.9462582237203296,-0.1413255819078926,9.613064123317091,414.46999999999935
21117,3.014899137037838,-0.7294805190240865,9.122369047701238,414.4899999999998
21118,3.4527251247269923,-0.4643027443498795,10.012562700704574,414.5099999999984
